reversion_init,word_init,reversion_detal1,reversion_week1,word_week1,reversion_detal2,reversion_week2,word_week1,reversion_detal3,reversion_week3,word_week3,reversion_detal4,reversion_week4,word_week4,reversion_month,word_month,revert,log_word_month
0.71,-1970.285714,6.43,7.14,1693.142857,-7.142857143,0,0,0,0,0,0,0,0,1.785714286,423.2857143,1,2.63
0.14,10.14285714,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,0,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,8.285714286,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,-0.142857143,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.43,6.857142857,-0.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,2.428571429,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,1.714285714,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,0.857142857,0.14,0.29,0,-0.285714286,0,0,0,0,0,0,0,0,0.071428571,0,1,0.00
0.57,106.1428571,0.71,1.29,246.2857143,-1,0.285714286,95.42857143,-0.142857143,0.142857143,-51,0,0.142857143,54.14285714,0.464285714,86.21428571,1,1.94
0.14,5,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,0,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2.00,-22.28571429,3.00,5.00,124.1428571,-4.714285714,0.285714286,0,0.571428571,0.857142857,122.2857143,0.285714286,1.142857143,56.42857143,1.821428571,75.71428571,1,1.88
1.43,6.142857143,-0.14,1.29,5.428571429,-1.285714286,0,0,0,0,0,0,0,0,0.321428571,1.357142857,1,0.37
0.14,0.571428571,0.14,0.29,11,-0.285714286,0,0,0,0,0,0,0,0,0.071428571,2.75,1,0.57
2.29,-465.7142857,0.14,2.43,-144,-0.142857143,2.285714286,420.1428571,-1.714285714,0.571428571,-0.142857143,1.285714286,1.857142857,-17.57142857,1.785714286,64.60714286,1,1.82
0.14,3.285714286,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,-121.4285714,0.00,0.14,0,-0.142857143,0,0,0,0,0,0,0,0,0.035714286,0,1,0.00
0.14,20.28571429,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.57,-101.1428571,-0.57,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,11.28571429,0.29,0.57,-491.1428571,-0.571428571,0,0,0,0,0,0,0,0,0.142857143,-122.7857143,1,2.09
0.43,51.28571429,-0.14,0.29,0.142857143,-0.285714286,0,0,0,0,0,0,0,0,0.071428571,0.035714286,1,0.02
0.57,-716,-0.57,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,-36.57142857,0.14,0.29,31.28571429,-0.285714286,0,0,0,0,0,0,0,0,0.071428571,7.821428571,1,0.95
0.14,8.714285714,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.71,7.857142857,3.00,3.71,166.4285714,-3.428571429,0.285714286,2.285714286,0.428571429,0.714285714,14,-0.714285714,0,0,1.178571429,45.67857143,1,1.67
0.29,45,-0.14,0.14,13.71428571,-0.142857143,0,0,0,0,0,0,0,0,0.035714286,3.428571429,1,0.65
0.14,-21.14285714,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,-71.14285714,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,3,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,-5.428571429,0.71,0.86,48.85714286,-0.428571429,0.428571429,-12.14285714,-0.285714286,0.142857143,-19.28571429,-0.142857143,0,0,0.357142857,4.357142857,1,0.73
8.57,7707.857143,-0.57,8.00,6637.571429,-2.428571429,5.571428571,1349.428571,-4.428571429,1.142857143,-190.7142857,-0.142857143,1,-67.14285714,3.928571429,1932.285714,1,3.29
1.43,-159.4285714,-1.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
1.71,-31.28571429,-1.71,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
1.43,459.2857143,-1.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.86,9.285714286,7.29,8.14,356.1428571,-7.714285714,0.428571429,39.28571429,0.857142857,1.285714286,33.57142857,1.428571429,2.714285714,11.57142857,3.142857143,110.1428571,1,2.05
0.14,-6.857142857,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
19.86,-139,-19.86,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
1.00,7.142857143,-1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
5.71,614.7142857,-1.71,4.00,981.5714286,12.71428571,16.71428571,1723,-16.71428571,0,0,7.571428571,7.571428571,3080,7.071428571,1446.142857,1,3.16
0.14,6.285714286,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
3.00,2576.571429,-2.86,0.14,111.1428571,1.428571429,1.571428571,583.5714286,-1.571428571,0,0,0,0,0,0.428571429,173.6785714,1,2.24
0.14,12.57142857,0.14,0.29,140.2857143,-0.285714286,0,0,0,0,0,0,0,0,0.071428571,35.07142857,1,1.56
0.14,77.57142857,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.43,3,-0.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.57,-0.571428571,-0.57,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2.43,-998.2857143,-2.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2.29,-3277.857143,-2.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,-923.1428571,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,-3.142857143,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,1.857142857,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,1.714285714,0.29,0.43,17.42857143,-0.428571429,0,0,0,0,0,0,0,0,0.107142857,4.357142857,1,0.73
1.14,1308.285714,-1.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,3.714285714,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,3.571428571,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,6.428571429,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,4.428571429,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,-2931.714286,0.57,0.71,394.2857143,3.714285714,4.428571429,484.4285714,-4.428571429,0,0,0,0,0,1.285714286,219.6785714,1,2.34
0.14,16.14285714,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,-21.14285714,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.57,79,-0.57,0.00,0,0,0,0,0,0,0,0.428571429,0.428571429,19.28571429,0.107142857,4.821428571,1,0.77
0.14,34.42857143,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2.29,25.71428571,0.29,2.57,33.42857143,1.142857143,3.714285714,41,-0.857142857,2.857142857,55.14285714,-0.285714286,2.571428571,68,2.928571429,49.39285714,1,1.70
0.57,1.571428571,-0.57,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.71,164.2857143,-0.57,0.14,5.428571429,-0.142857143,0,0,0,0,0,0,0,0,0.035714286,1.357142857,1,0.37
3.57,936.8571429,-3.57,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.71,115,-0.71,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.86,37.71428571,-0.86,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
9.57,4788.714286,-7.29,2.29,438,-1.428571429,0.857142857,-9050.714286,1.714285714,2.571428571,3913.285714,-0.714285714,1.857142857,1873.571429,1.892857143,-706.4642857,1,2.85
0.86,1645.142857,-0.86,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,330.1428571,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
12.14,-3138.428571,5.57,17.71,-18585.42857,-12.71428571,5,-17182.71429,-1,4,-3771.857143,8.142857143,12.14285714,-331.5714286,9.714285714,-9967.892857,1,4.00
0.29,1.428571429,-0.29,0.00,0,0.285714286,0.285714286,-45.28571429,-0.285714286,0,0,0,0,0,0.071428571,-11.32142857,1,1.01
0.29,-780.8571429,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
1.86,-3376.285714,0.43,2.29,2316.714286,-1,1.285714286,378.1428571,-1.285714286,0,0,0,0,0,0.892857143,673.7142857,1,2.83
0.29,-202.2857143,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,2,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
3.00,58,3.29,6.29,21.57142857,-4.857142857,1.428571429,47.42857143,-1.428571429,0,0,0,0,0,1.928571429,17.25,1,1.26
0.14,2,-0.14,0.00,0,1.142857143,1.142857143,0.571428571,0.428571429,1.571428571,10.57142857,-1.571428571,0,0,0.678571429,2.785714286,1,0.58
0.29,-297.8571429,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.57,190.5714286,-0.57,0.00,0,0,0,0,0.142857143,0.142857143,15.14285714,-0.142857143,0,0,0.035714286,3.785714286,1,0.68
0.43,0,-0.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,-1.142857143,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,-0.142857143,-0.29,0.00,0,0.571428571,0.571428571,-1.428571429,-0.571428571,0,0,0,0,0,0.142857143,-0.357142857,1,-0.19
0.29,3.571428571,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
1.57,1.714285714,-1.57,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,1.428571429,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,17.71428571,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
13.86,5910.714286,-13.86,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
1.71,396.7142857,0.57,2.29,1282.285714,-2,0.285714286,1147.428571,1.571428571,1.857142857,1925.571429,0.142857143,2,2818.142857,1.607142857,1793.357143,1,3.25
0.14,-359,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,14.14285714,1.00,1.29,175.1428571,0,1.285714286,58.42857143,-1.285714286,0,0,0,0,0,0.642857143,58.39285714,1,1.77
0.71,-174.4285714,-0.71,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.43,453,-0.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
2.71,7.571428571,-0.43,2.29,41.85714286,-2.285714286,0,0,0,0,0,0,0,0,0.571428571,10.46428571,1,1.06
3.43,-472.5714286,-3.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,-399.4285714,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
3.57,97.14285714,-3.57,0.00,0,0,0,0,0,0,0,0.285714286,0.285714286,-3.714285714,0.071428571,-0.928571429,1,-1.15
0.71,86.42857143,-0.57,0.14,0.428571429,-0.142857143,0,0,0,0,0,0,0,0,0.035714286,0.107142857,1,0.04
0.29,0,-0.14,0.14,-0.142857143,0,0.142857143,0.428571429,-0.142857143,0,0,0,0,0,0.071428571,0.071428571,1,0.03
0.43,-7,-0.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,-1.571428571,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,-3476.714286,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,-19.28571429,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.57,19834.71429,-0.57,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,5,0.14,0.29,235.1428571,-0.285714286,0,0,0,0,0,0,0,0,0.071428571,58.78571429,1,1.78
0.14,-0.285714286,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.86,190.2857143,1.43,2.29,524.4285714,-2.285714286,0,0,0,0,0,0,0,0,0.571428571,131.1071429,1,2.12
0.14,20.28571429,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,490,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,22.14285714,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,20.71428571,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.43,19,1.14,1.57,31.42857143,-0.428571429,1.142857143,1.285714286,-0.857142857,0.285714286,18.57142857,-0.285714286,0,0,0.75,12.82142857,1,1.14
2.71,69.42857143,-2.29,0.43,85.85714286,0,0.428571429,66.57142857,-0.285714286,0.142857143,5,0.428571429,0.571428571,35.85714286,0.392857143,48.32142857,1,1.69
0.29,67,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,5.714285714,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.43,-11.57142857,-0.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,-4837.285714,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,5.857142857,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,6.428571429,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,172.4285714,-0.14,0.00,0,0,0,0,0,0,0,0.428571429,0.428571429,51,0.107142857,12.75,1,1.14
5.14,1477.857143,-5.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,-1,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
1.00,439.1428571,-1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,-4.142857143,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,-1.142857143,-0.14,0.00,0,0.142857143,0.142857143,1.142857143,0,0.142857143,-0.142857143,-0.142857143,0,0,0.071428571,0.25,1,0.10
0.43,25.14285714,-0.29,0.14,0.428571429,-0.142857143,0,0,0,0,0,0,0,0,0.035714286,0.107142857,1,0.04
0.14,-13.42857143,0.00,0.14,-13.28571429,-0.142857143,0,0,0,0,0,0,0,0,0.035714286,-3.321428571,1,0.37
7.00,5862.428571,10.29,17.29,11329.71429,-13.71428571,3.571428571,4075,-3.285714286,0.285714286,216.7142857,0.571428571,0.857142857,1448,5.5,4267.357143,1,3.63
0.14,0.142857143,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,0.142857143,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
5.43,625.4285714,-2.29,3.14,1187.714286,-2.857142857,0.285714286,6.857142857,7.428571429,7.714285714,3555.142857,-5.285714286,2.428571429,50.85714286,3.392857143,1200.142857,1,3.08
0.14,33.85714286,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,3,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.43,11,-0.43,0.00,0,0,0,0,0,0,0,0.428571429,0.428571429,7.428571429,0.107142857,1.857142857,1,0.46
1.71,-6.142857143,0.00,1.71,14.14285714,0.285714286,2,4.428571429,1.285714286,3.285714286,19.85714286,-0.714285714,2.571428571,4.571428571,2.392857143,10.75,1,1.07
3.86,-10213.57143,-3.86,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.86,-1086.428571,-0.86,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.57,106.8571429,-0.29,0.29,86.71428571,-0.285714286,0,0,0,0,0,0,0,0,0.071428571,21.67857143,1,1.36
2.00,650.5714286,-0.86,1.14,-229.2857143,-1.142857143,0,0,0,0,0,0,0,0,0.285714286,-57.32142857,1,1.75
0.14,2.857142857,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
12.14,352.2857143,-12.14,0.00,0,2.571428571,2.571428571,118,-2.571428571,0,0,0,0,0,0.642857143,29.5,1,1.48
1.86,-40.42857143,-1.14,0.71,-5,-0.714285714,0,0,0,0,0,0,0,0,0.178571429,-1.25,1,-0.60
0.43,-107.7142857,-0.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,17.85714286,0.71,0.86,38.57142857,-0.857142857,0,0,0,0,0,0,0,0,0.214285714,9.642857143,1,1.03
0.14,30221.28571,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.43,-21,-0.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
3.86,59.14285714,-2.00,1.86,54.14285714,-1.428571429,0.428571429,0.571428571,-0.285714286,0.142857143,14.14285714,0,0.142857143,1.714285714,0.642857143,17.64285714,1,1.27
0.14,3,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
8.29,2419.142857,-6.71,1.57,87.42857143,-1.571428571,0,0,0,0,0,0,0,0,0.392857143,21.85714286,1,1.36
1.00,6513.428571,-1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,32.42857143,-0.29,0.00,0,1,1,-121,-1,0,0,0,0,0,0.25,-30.25,1,1.47
0.29,-48.42857143,0.29,0.57,-7.285714286,-0.428571429,0.142857143,1.142857143,-0.142857143,0,0,0,0,0,0.178571429,-1.535714286,1,-0.27
0.14,-1,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.71,510,-0.43,0.29,0,-0.285714286,0,0,0,0,0,0,0,0,0.071428571,0,1,0.00
0.43,144.2857143,-0.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,-156.7142857,0.43,0.71,7.142857143,-0.714285714,0,0,0,0,0,1.571428571,1.571428571,1272.571429,0.571428571,319.9285714,1,2.51
0.86,16.14285714,-0.86,0.00,0,4.571428571,4.571428571,156.8571429,-3.857142857,0.714285714,262,3.142857143,3.857142857,112.1428571,2.285714286,132.75,1,2.13
0.14,12.57142857,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,0.428571429,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
1.71,-47.42857143,-0.71,1.00,29.57142857,-0.857142857,0.142857143,0,0,0.142857143,8.714285714,-0.142857143,0,0,0.321428571,9.571428571,1,1.02
0.14,10,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,3.857142857,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,2.714285714,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,0.571428571,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.43,38,-0.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
14.57,10209.42857,-14.00,0.57,259,13.57142857,14.14285714,9909,-14.14285714,0,0,0,0,0,3.678571429,2542,1,3.41
3.57,3261,-3.57,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
44.00,1916.142857,-33.43,10.57,-146.5714286,-10.28571429,0.285714286,2.142857143,4.285714286,4.571428571,754,-4.571428571,0,0,3.857142857,152.3928571,1,2.19
0.14,0,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,9.285714286,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,0.142857143,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,0,0.14,0.29,0.142857143,-0.285714286,0,0,0,0,0,0,0,0,0.071428571,0.035714286,1,0.02
0.29,-694.5714286,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.71,58.28571429,-0.71,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.43,-6,-0.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,4.428571429,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
5.86,176.8571429,-5.86,0.00,0,0.285714286,0.285714286,-2.428571429,-0.285714286,0,0,0,0,0,0.071428571,-0.607142857,1,-0.41
0.29,40,1.57,1.86,154.7142857,-1.857142857,0,0,0,0,0,0,0,0,0.464285714,38.67857143,1,1.60
0.57,-13,-0.57,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,124.8571429,0.29,0.57,309.2857143,15.28571429,15.85714286,429.4285714,25.14285714,41,9786.857143,-25.57142857,15.42857143,3825.571429,18.21428571,3587.785714,1,3.55
1.43,-793,0.00,1.43,231.7142857,-1.428571429,0,0,0,0,0,0,0,0,0.357142857,57.92857143,1,1.77
1.00,31.42857143,-0.43,0.57,974.4285714,-0.571428571,0,0,0,0,0,0,0,0,0.142857143,243.6071429,1,2.39
1.71,139.4285714,3.71,5.43,-414,-4.714285714,0.714285714,38.85714286,-0.428571429,0.285714286,55.57142857,0,0.285714286,40.57142857,1.678571429,-69.75,1,1.84
0.71,-6.571428571,-0.57,0.14,17.42857143,-0.142857143,0,0,0,0,0,0,0,0,0.035714286,4.357142857,1,0.73
1.29,640.7142857,-1.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.43,16.14285714,-0.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,1.714285714,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
1.00,219.8571429,2.86,3.86,201.8571429,-3.857142857,0,0,0.142857143,0.142857143,33.28571429,-0.142857143,0,0,1,58.78571429,1,1.78
0.14,-246.4285714,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
8.00,90.42857143,17.71,25.71,154.2857143,-25.14285714,0.571428571,97.14285714,-0.428571429,0.142857143,5.285714286,0,0.142857143,0,6.642857143,64.17857143,1,1.81
0.14,-14.71428571,-0.14,0.00,0,0,0,0,0,0,0,0.142857143,0.142857143,39.42857143,0.035714286,9.857142857,1,1.04
0.14,-0.285714286,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.43,790.8571429,-0.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,0.142857143,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
1.14,70.85714286,-1.00,0.14,2,0,0.142857143,7,-0.142857143,0,0,0,0,0,0.071428571,2.25,1,0.51
3.43,461.7142857,0.86,4.29,306.5714286,-0.857142857,3.428571429,88.28571429,-2,1.428571429,31.57142857,2,3.428571429,257.1428571,3.142857143,170.8928571,1,2.24
1.14,-18.42857143,-1.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
5.29,-17331.42857,-5.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,5.714285714,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
5.43,168.4285714,-5.43,0.00,0,0,0,0,0.285714286,0.285714286,0,1.428571429,1.714285714,126.8571429,0.5,31.71428571,1,1.51
0.14,1.142857143,0.00,0.14,44.14285714,-0.142857143,0,0,0,0,0,0,0,0,0.035714286,11.03571429,1,1.08
0.29,-3,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
68.43,34391.14286,-22.14,46.29,31965.71429,-19.57142857,26.71428571,17853,123.8571429,150.5714286,43982.85714,-52,98.57142857,45762.71429,80.53571429,34891.07143,1,4.54
1.00,376.7142857,-0.57,0.43,258,-0.428571429,0,0,0,0,0,0,0,0,0.107142857,64.5,1,1.82
0.14,18.14285714,-0.14,0.00,0,0,0,0,0.142857143,0.142857143,10.14285714,-0.142857143,0,0,0.035714286,2.535714286,1,0.55
0.14,148,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
1.00,-30.85714286,-1.00,0.00,0,0,0,0,0,0,0,1.142857143,1.142857143,-18.71428571,0.285714286,-4.678571429,1,0.57
1.00,16.57142857,-0.14,0.86,21.85714286,0,0.857142857,22,-0.428571429,0.428571429,15,0.428571429,0.857142857,12.42857143,0.75,17.82142857,1,1.27
0.14,14,0.00,0.14,13.42857143,-0.142857143,0,0,0,0,0,0,0,0,0.035714286,3.357142857,1,0.64
0.14,24.71428571,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,36.85714286,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,7.571428571,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,1.285714286,0.29,0.43,-171.5714286,-0.428571429,0,0,0,0,0,0,0,0,0.107142857,-42.89285714,1,1.62
0.29,120.8571429,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,1.428571429,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.57,36,-0.57,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.71,210.1428571,-0.71,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.43,1.285714286,-0.43,0.00,0,0.571428571,0.571428571,11.57142857,-0.428571429,0.142857143,3.571428571,0.142857143,0.285714286,-1.857142857,0.25,3.321428571,1,0.64
0.29,2.142857143,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.43,13.42857143,-0.29,0.14,11.42857143,-0.142857143,0,0,0,0,0,0,0,0,0.035714286,2.857142857,1,0.59
0.14,0.714285714,-0.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.14,4.714285714,-0.14,0.00,0,0.142857143,0.142857143,6.142857143,-0.142857143,0,0,0,0,0,0.035714286,1.535714286,1,0.40
0.43,-4.714285714,-0.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
3.14,137.1428571,-1.71,1.43,39.28571429,4,5.428571429,88.57142857,-4.571428571,0.857142857,1.428571429,-0.857142857,0,0,1.928571429,32.32142857,1,1.52
2.43,-2020,-2.43,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.86,4.571428571,-0.86,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,17.14285714,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,0.428571429,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
0.29,1,-0.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
1.29,54.57142857,-0.86,0.43,-54.71428571,0.857142857,1.285714286,41.71428571,1.571428571,2.857142857,-90.28571429,-2.571428571,0.285714286,4,1.214285714,-24.82142857,1,1.38
0.71,108.2857143,-0.43,0.29,84,0.571428571,0.857142857,387.1428571,-0.428571429,0.428571429,0.571428571,0.142857143,0.571428571,71.71428571,0.535714286,135.8571429,1,2.14
0.14,-0.142857143,-0.14,0.00,0,0.142857143,0.142857143,29.42857143,-0.142857143,0,0,0,0,0,0.035714286,7.357142857,1,0.92
